longitude,latitude,altitude,speed,course,date,time,satellites
116.326354,39.728534,42.9,37.6,178.6,71118,172800,9
116.326377,39.728088,41.5,34.3,178.1,71118,173300,9
116.326393,39.727668,41.5,32.5,177.8,71118,173800,9
116.326416,39.727272,41.9,29.6,176.8,71118,174300,9
116.326423,39.727039,43.3,12.2,181.0,71118,174800,9
116.326438,39.727027,48.7,0.2,180.6,71118,175300,9
116.326454,39.727005,47.7,1.1,176.9,71118,175800,9
116.326461,39.726982,45.7,0.6,176.9,71118,180300,9
116.326431,39.726970,44.9,0.2,176.9,71118,180800,9
116.326416,39.726963,44.1,0.2,176.9,71118,181300,9
116.326416,39.726974,44.8,0.4,176.9,71118,181900,9
116.326423,39.726970,44.7,0.1,176.9,71118,182400,9
116.326423,39.726978,44.1,0.0,176.9,71118,182900,9
116.326416,39.726985,43.8,0.0,176.9,71118,183400,8
116.326416,39.726985,43.4,0.0,176.9,71118,183900,9
116.326416,39.726982,43.9,0.1,176.9,71118,184400,9
116.326416,39.726978,44.3,0.2,176.9,71118,184900,9
116.326416,39.727005,45.1,0.1,176.9,71118,185400,8
116.326416,39.727016,45.2,0.0,176.9,71118,185900,9
116.326416,39.727024,45.2,0.2,176.9,71118,190400,9
116.326416,39.726959,44.4,10.0,181.1,71118,190900,9
116.326416,39.726684,44.5,28.1,182.2,71118,191400,9
116.326416,39.726318,44.2,25.9,179.9,71118,191900,9
116.326423,39.725994,43.9,26.4,179.3,71118,192400,9
116.326423,39.725662,43.2,27.3,181.0,71118,192900,9
116.326431,39.725296,42.5,28.7,180.5,71118,193400,9
116.326438,39.725032,42.0,12.9,177.0,71118,193900,9
116.326438,39.725013,42.9,0.7,174.4,71118,194400,9
116.326416,39.725028,43.8,2.8,257.7,71118,194900,8
116.326377,39.725048,45.8,3.6,331.4,71118,195400,9
116.326339,39.725074,44.9,2.6,1.3,71118,195900,9
116.326301,39.725093,43.3,1.8,336.2,71118,200400,8
116.326293,39.725097,43.1,2.0,9.1,71118,200900,9
116.326278,39.725131,43.2,4.2,355.0,71118,201400,9
116.326286,39.725181,44.8,3.7,14.9,71118,202000,8
116.326309,39.725231,46.7,4.1,17.9,71118,202500,8
116.326332,39.725280,48.9,4.7,17.7,71118,203000,8
116.326362,39.725330,51.8,4.1,23.0,71118,203500,9
116.326393,39.725379,54.8,3.4,15.6,71118,204000,9
116.326377,39.725437,55.6,2.7,6.3,71118,204500,9
116.326370,39.725502,56.4,4.6,0.2,71118,205000,9
116.326339,39.725563,57.0,4.0,354.3,71118,205500,9
116.326301,39.725635,55.7,3.5,357.7,71118,210000,9
116.326301,39.725704,56.1,4.9,7.4,71118,210500,9
116.326286,39.725749,57.2,4.3,11.4,71118,211000,9
116.326301,39.725814,60.7,3.6,356.1,71118,211500,8
116.326286,39.725872,63.0,4.5,336.8,71118,212000,8
116.326240,39.725910,65.3,2.2,292.5,71118,212500,8
116.326202,39.725936,68.7,2.7,300.5,71118,213000,9
116.326141,39.725955,70.6,3.3,273.7,71118,213500,6
116.326057,39.725952,70.6,3.7,274.9,71118,214000,8
116.325981,39.725955,71.5,4.2,266.0,71118,214500,7
116.325920,39.725948,73.9,4.2,259.2,71118,215000,7
116.325843,39.725936,74.4,3.4,244.6,71118,215500,9
116.325782,39.725917,75.9,3.1,243.7,71118,220000,9
116.325721,39.725921,77.4,3.4,276.0,71118,220500,8
116.325637,39.725921,78.5,2.9,255.2,71118,221000,9
116.325553,39.725910,79.8,3.3,243.5,71118,221600,9
116.325469,39.725906,82.3,3.8,256.2,71118,222100,9
116.325408,39.725925,85.8,2.6,298.1,71118,222600,9
116.325363,39.725940,90.7,2.9,276.1,71118,223100,9
116.325309,39.725940,94.3,2.1,272.0,71118,223600,8
116.325241,39.725940,96.5,2.7,267.6,71118,224100,9
116.325157,39.725917,96.7,3.8,254.7,71118,224600,9
116.325073,39.725914,97.4,3.2,271.0,71118,225100,9
116.324989,39.725910,97.8,3.2,273.7,71118,225600,9
116.324905,39.725894,96.6,3.1,258.2,71118,230100,9
116.324813,39.725868,94.6,3.0,257.4,71118,230600,9
116.324684,39.725814,86.7,3.4,266.6,71118,231100,9
116.324577,39.725795,83.6,3.5,268.2,71118,231600,9
116.324493,39.725803,85.2,1.7,271.9,71118,232100,9
116.324440,39.725811,88.2,3.0,266.1,71118,232600,7
116.324363,39.725799,89.8,3.0,254.9,71118,233100,9
116.324295,39.725807,92.0,2.8,264.7,71118,233600,8
116.324195,39.725795,90.8,4.3,268.0,71118,234100,9
116.324119,39.725784,91.4,3.0,260.5,71118,234600,9
116.324043,39.725780,92.6,3.7,273.8,71118,235100,7
116.323982,39.725780,95.6,3.5,278.9,71118,235600,8
116.323921,39.725784,98.2,2.4,271.8,71118,240100,8
116.323822,39.725769,96.5,3.9,256.9,71118,240600,8
116.323730,39.725746,95.6,3.3,254.0,71118,241100,8
116.323623,39.725746,96.7,3.9,268.2,71118,241700,9
116.323516,39.725742,94.6,4.1,269.5,71118,242200,9
116.323425,39.725738,93.7,3.6,259.3,71118,242700,8
116.323318,39.725730,91.3,2.6,257.9,71118,243200,9
116.323196,39.725734,86.4,4.8,276.7,71118,243700,9
116.323081,39.725723,83.0,3.7,261.3,71118,244200,8
116.322959,39.725715,79.2,4.5,258.4,71118,244700,9
116.322814,39.725654,68.8,5.1,222.1,71118,245200,8
116.322723,39.725593,64.3,4.6,222.5,71118,245700,9
116.322624,39.725555,61.5,5.5,236.1,71118,250200,9
116.322532,39.725513,59.5,5.0,239.0,71118,250700,9
116.322471,39.725471,59.0,4.8,225.1,71118,251200,9
116.322418,39.725460,59.1,4.2,281.8,71118,251700,9
116.322334,39.725463,59.1,4.6,282.5,71118,252200,8
116.322265,39.725425,59.7,4.3,247.8,71118,252700,8
116.322204,39.725387,61.0,4.3,236.1,71118,253200,8
116.322135,39.725387,61.7,4.4,285.0,71118,253700,8
116.322059,39.725379,61.6,3.6,288.0,71118,254200,8
116.321990,39.725341,61.5,3.4,249.9,71118,254700,7
116.321922,39.725326,61.4,4.3,290.3,71118,255200,7
116.321846,39.725307,61.0,4.2,251.8,71118,255700,7
116.321769,39.725234,59.6,3.7,255.3,71118,260200,7
116.321693,39.725212,60.6,4.8,267.4,71118,260800,7
116.321617,39.725189,60.8,4.0,271.4,71118,261300,8
116.321571,39.725044,59.1,4.7,221.0,71118,261800,8
116.321525,39.724945,58.4,4.3,228.8,71118,262300,8
116.321487,39.724876,59.8,3.4,220.4,71118,262800,9
116.321434,39.724864,61.7,3.4,250.4,71118,263300,8
116.321372,39.724868,63.3,4.2,258.6,71118,263800,8
116.321296,39.724822,62.2,2.4,244.0,71118,264300,9
116.321273,39.724784,59.8,2.4,191.1,71118,264800,9
116.321281,39.724700,56.1,4.7,147.1,71118,265300,8
116.321304,39.724613,53.5,4.2,145.4,71118,265800,8
116.321334,39.724544,51.2,3.9,147.3,71118,270300,8
116.321357,39.724491,49.6,2.0,137.1,71118,270800,8
116.321372,39.724472,48.6,1.1,107.8,71118,271300,9
116.321365,39.724464,48.1,0.5,107.8,71118,271800,7
116.321319,39.724433,47.7,3.4,107.8,71118,272300,7
116.321266,39.724452,47.4,3.6,107.8,71118,272800,0
